content,sentimen,aspek
Bintang satu karena lelet terus aplikasinya lambat dan juga berat buat dipakai di hp,negatif,Efficiency
Jawaban2 dari cs mudah dipahami sehingga baik dlm menangani keluhan saya,positif,Responsiveness
"Barang cacat, saya ajukan pengembalian di acc dong. Makasih shope",positif,Compensation
Belanja online jadi mudah dan hemat berkat hadirnya shoope semua kebutuhan jadi mudah dibeli.terima kasih shoope semoga semakin sukses dan berjaya.aamiin,positif,Efficiency
"Belanja tanpa harus keluar rumah,tanpa waktu yang lama sellernya ramah ramah...",positif,Efficiency
Customer service jika ada yang komplen dijawab dengan ramah dan menyelesaikan masalah,positif,Responsiveness
"udah tergolong aplikasi besar tapi pelayanannya amat sangat buruk. andai ada bintang 0 mungkin akan sy kasih bintang 0 saking jeleknya. seminggu yg lalu sy lapor ada kendala terkait verif ktp (ktp sudah dipakai di akun lain pdhl akun sy baru. Terus ngechat, katanya akunku dobel padahal ga pernah buat akun sebelumnya. Terus siapa yang pakai? tolong sistem keamanannya diperbaiki",negatif,Privacy
"Bingung, sudah di-update,masih tidak bisa chat ke penjual, (keyboard nya tidak muncul jadi susah kalau mau chat penjual",negatif,System Availability
"Akun saya diretas, lalu ada juga banyak yang bilang kalau akunnya diretas juga, ini kebukti rentan sistem nya tidak aman. Tolonglah!!",negatif,Privacy
"Makin hari makin gak jelas apk shopee gak cuman aplikasi,sistem & kebijakannya juga makin gak jelas, terutama pengirimannya selalu ada masalah bolak-balik lapor ke CS shopee tapi gak pernah ada penyelesaian jawabannya bolak-balik itu-itu aja tapi gak ada penyelesaian & tindakan,kalau kyek gini caranya jadi gk percaya lagi sama shopee bukanya menjaga kepercayaan malah merusak kepercayaan penggun",negatif,Responsiveness
Adminnya sangat informatif dan jelas menjawabnya,positif,Responsiveness
Barangnya selalu sesuai dengan pesanan dan produknya memuaskan ðŸ‘ðŸ‘ðŸ‘,positif,Fulfillment
"Kurir Shopee expres nya bikin kecewa, pdhal sya ada d rmh, tpi kurir ga ngirim paket krmh, malah di kembalikan ke penjual dengan seenak nya z,,",negatif,Fulfillment
"Shopee kok makin lama makin memburuk yaa? Ini kemarin akun nya tiba tiba keluar sendiri, sudah berusaha login, dan bolak balik ganti kata sandi pun masih nggak bisa, harus di verifikasi lagi pake barcode, gimana caranya mau verifikasi kalau satu tempat untuk digunakan login?",negatif,System Availability
"Setelah di update malah banyak Bug, saat menggunakan fitu fitur dalam aplikasi yg muncul cuman layar putih. Padahal jaringan Lancar, saat mencoba buka aplikasi lain jaringan aman saja",negatif,System Availability
Masa iya saya pesen barang gagal terus pembayaran nya via shopee pay bukan nya saldo tetep segitu eh malah berkurang aneh melapor shopee katanya tidak ada pengembalian dana,negatif,Compensation
"Cukup sekali aja pakai shopee,sebab pengiriman lama. Biasa nya belanja online pesen dari jakarta ke sumatera utara itu cuma lima hari,eh ini udah seminggu gak nyampeÂ².",negatif,Fulfillment
"Ntah kenapa di antara apk belanja online yang lain, shopee lelet bangt, loading juga lama bngt.",negatif,Efficiency
kenapa terkadang kalau buka lodingnya lama... amat sangat menjengkelkan,negatif,Efficiency
selama beli barang di Shopee tidak memgecewakan. ada garansi pengembalian barang bila tdk sesuai dgn diskripsi brg tersebut. Mantab Shopee...semoga tambah JAYA dan terus Maju.,negatif,Compensation
"Terima kasih atas kebijakan kompensasi yang adil. Ketika barang tidak sesuai dengan pesanan, saya mendapatkan penggantian tanpa masalah",positif,Compensation
"Tolong untuk bagian pembeli komplain, langsung di tanggapi tanpa melalui komputer. Saya sempat kecewa sama penjual krn di chat ta ada respon sama sekali",negatif,Responsiveness
Merasa terlindungi data dan transaksi karna ada pelindung lapis keamanannya,positif,Privacy
Barangnya belum nyampe pngen tahu keterangan paketnya tapi ga ada kontak yg bs di hubungin kurir nya,negatif,Contact
"aplikasi nya makin berkembang dan lebih mempermudah dalam berbelanja, selain itu juga bisa mengahasilkan cuanâ¤ï¸",positif,Efficiency
"Tolong yang pengiriman nya yang salah, contohnya pesan yang warna biru malah datang yang hitam tutup saya cod nya saya ngak terima.",negatif,Fulfillment
"Sy suka bgt belanja d shopee..slalu pke shoppe pay,cuma sy kecewa knp trf gagal uang blm dikembalikan juga sudah chat kirim bukti screenshot notif sudah tp blm dikembalikan juga, susah klo kybgini sy pindah aja..tolong cepat di tindak lanjuti ya!",negatif,Compensation
"bagus aplikasinya, dan pengirimannya tidak menyangka pakai shopee xpress 1 hari sampai padahal dari surabaya loh, wah mantap lah pokoknya â­â­â­â­â­â­",positif,Fulfillment
"Sangat membantu untuk belanja keperluan, tidak perlu repot keluar rumah",positif,Efficiency
"Masih ada bot ketika flash sale, ini menunjukkan keamanan masih lemah",negatif,Privacy
"Opsi kranjang kuning Sangat lambat Ini hp penyimpanan besar ram juga Dan saya tidak ad unduh byk game dan sbg nya Sy tdk tau kenapa ini shopee sangat lambat skali Pada opsi kranjanv kuning Saya mau apus barang2 ini lambat tidak baguss Tlg dperbaiki ya Sudah smw buk, tetep lambat",negatif,Efficiency
"Penipuan di shope semakin meningkat, saya khawatir terhadap keamanan data dan privasi sebagai pengguna",negatif,Privacy
"Tlong perbaiki lagi,makin kesini ko suka keluar sendiri..ðŸ¤¦â€â™€ï¸",negatif,System Availability
marketplace yang buruk. pesanan saya hilang dibuat shopee xpress dan solusinya hanya batal sepihak dan pengembalian dana. saya transaksikan kembali pesanan saya tetapi tidak bisa karena dana yg dikembalikan tidak mencukupi melakukan transaksi. tidak bertanggung jawabðŸ‘Ž,negatif,Compensation
"Kok Shopee makin ke sini makin ke sana? Udah di update tetap gak bisa, pasti ada tulisan disuruh kembali ke halaman utama. Kadang juga suka keluar sendiri. Gimana mau belanja ini? LamaÂ² pindah ke tetangga sebelah ni. Pake data dan wifi pun tetap gak bisa, Tolong dong diperbaiki lagi. Masa mau belanja aja ribet banget, suruh balik ke halaman utama tapi tetep gak bisa.. Mohon di perbaiki lagi..",negatif,System Availability
"Saya cukup kecewa dengan jasa kirim yg di sediakan di apk shope, jarak seller dan buyer paling 40 menit eh tetep aja ngampenya 3 atau 2 hari paketnya, kebanyakan muter2 transit malas lamaÂ²",negatif,Fulfillment
"Suka banget sama aplikasi shopee, kalau mau beli barang atau belanja online jadi lebih mudah dan gampang, pokok nya seneng dan suka banget sama aplikasi ini...â˜º",positif,Efficiency
Saya pesan shoope food dgn pembayaran paylater dinyatakan eror pdhal jaringan bagus saya coba 2 kali eror jg. Akhirnya saya byr cash. Setelah makanan dtg Ternyata yg eror itu masuk. Akhirnya 3 kali driver dtg dgn menu makanan yg sama dikarenakan shoppe yg eror. Kalau spt ini trs rugi dong. Tlg dong diperbaiki lagi sistemnya yh.,negatif,System Availability
"Semakin kesini aplikasinya semakin parah, terutama untuk transaksi pembelian token PLN. Komplain selalu jawabanya clear cache log out login, ganti jaringan, upgrade aplikasi... Tapi nyatanya sudah berhariÂ² tidak ada tindak lanjut penanganan. Tetep tidak bisa... ðŸ‘Ž",negatif,Responsiveness
Saat saya bingung ada pertanyaan saya tanyalah ke shope ternyata dijelaskan dengan sangat baik,positif,Responsiveness
"Cs nya ada untuk melayani pelanggan, good si",positif,Contact
"saya mengunggah video di shopee lalu diputar dapat berjalan lancar dan tidak eror fitur shopee videonya, yang eror mungkin karena jaringan atau belum dihapus cache nya atau belum diupdate aplikasinya",positif,System Availability
"Puas belanja d shopee kaga takut barang ga nyampe ,walau pesanan batal 100%duit kembali tanpa berbelit belit, sukses buat shopee,",positif,Compensation
"Saya merasa dihargai sebagai pelanggan dengan respons yang cepat dari penjual. Jadi, benar-benar memperhatikan kebutuhan saya",positif,Responsiveness
"Sudah 1 bulan lebih dana belom dikembalikan cuman suruh nunggu"" terus tanpa ada kepastian kapan nya Aplikasi bobrok..",negatif,Compensation
"Alhamdulillah sih karena adanya aplkasi shopee semua belanja menjadi mudah, dan semua dapat gratis ongkir, Jadi jangan segan segan download aplikasi Shopee",positif,Efficiency
"Bagi saya apk Shopee yg paling OK dibanding yg lain. Pembayaran aman, pilihan pembayaran nya juga ada. Jika barang tidak sesuai ada fitur pengembalian, jika ada kendala dlm hal pengiriman, dll teratasi dg baik. CS nya juga ramah. Pokoknya fiturÂ²nya simple dah sangat membantu baik penjual maupun pembeli. Recommended bagi para penjual dan pembeli. SemangaaaatttðŸ’ªðŸ’ªðŸ’ª Trimakasih Shopeeeeee",positif,Compensation
"aku ada uang di Shopee pay, tp ga bisa di gunakan. gagal terus masa memuat fitur dari kemarin sampai hari ini ga kelar2? Saya sudah ganti jaringan. sudah update app, sudah hapus cache, sudah in out. bantu donk tim Shopee. Terima kasih",negatif,System Availability
"kepada shopee...saya ingin mengajukan permohonan blokir semua akun yg menggunakan nama/judul toko/reseller berunsur misteri box berhadiah uang,atau merk2 smartphone dengan harga yg bisa dimiliki semua orang nantinya, padahal setelah setiap orang/calon customernya membelinya tanpa disangka ternyata isi paketannya tidak sesuai deskripsi toko tsb, dan setelah beberapa toko saya lihat dari beberapa review yg sudah mendapatkan hadiah utama dari misteri box ada indikasi mungkin merupakan rekanan toko. Ini adalah penipuan dengan memanfaatkan review palsu yang dibuat buat",negatif,Privacy
"Aku ada masalah,udh bolak-balik nelpon CS sampai pulsa abis,Tp tdk diproses dgn alasan tiap cs bilang data blm lengkap,,pdhl semua yg disarankan udh dikirim..Tolong pihak shopee kerjasama nya",negatif,Responsiveness
"Pelayanan pelanggan yang ramah dan kompeten membuat saya merasa aman dalam berbelanja. Saya tahu bahwa jika ada masalah, mereka akan menanganinya dengan baik",positif,Compensation
Ga terima. Pulsa ga masuk dari tgl 14. Dari cs shopee kasih SN dan suruh ke XL dulu. Udah ke XL dan dapat jawaban pulsa ga masuk jadi balik ke shopee lagi tapi apa? Sama shopee di aplikasi pengajuan pengembalian dana ditolak dan pembelian diselesaikan hari ini dong. Padahal gw udah lampitin bahwa info yg beli pulsa belom masuk pulsanya. Bangke banget lu. Perkara pulsa gocap aja gini banget sama customer. Gw doain bangkrut.,negatif,Compensation
"banyak bug, makin banyak fitur yang saya rasa tidak berguna, juga mengalami bug di setiap fiturnya",negatif,System Availability
"Belanja aman dan mudah dan aman cepar sampe. ðŸ‘ðŸ» Semakin mantap ðŸ‘ðŸ‘ðŸ‘ Kalo barang tidak sesuai bisa refund, itu bagus, pernah beli sepatu roda yg d kirim lain barang itu penipuan, tp shopee berpihak ke pembeli, its ok",positif,Compensation
Adanya fitur chat di aplikasi ini bisa membuat berinteraksi dengan penjual atau pengguna lain untuk berbagi pengalaman atau memberikan ulasan,positif,Contact
"Sangat baik sekali,dan terbantu pelayanannya ramah dan sangat respon sekali. Dan aq happy shopee banget. Klo boleh saran tambahin alokasi bintangnya sampai 10 saja. Aq tambahin sendiri bintangnya â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­â­ðŸ‘ðŸ‘ðŸ‘ðŸ™ðŸ™ Hebat dan dahsyat... Pelayanannya.ðŸ‘ðŸ‘ðŸ‘ðŸ™ Semakin bertambah hari , shopee semakin mantabb...ðŸ‘ðŸ‘ðŸ‘ðŸ’–ðŸ’–ðŸ‡²ðŸ‡¨",positif,Responsiveness
"Keterangannya s jual beli online mau live chat soal kendala barang aja susah seringnya pake email balasnya 1 hari kmudian,giliran soal spinjam & paylater csnya gacor parah hahaha",negatif,Responsiveness
Sangat membantu bagi umkm untum mengembamgkan bisnis. Dan membantu bagi custumer yg rebahan mode on,positif,Efficiency
"Pengiriman nya lama sekali, kadang ga sesuai estimasi, beda sama sebelah, sehari barang langsung sampe..",negatif,Fulfillment
Shopee tempat jual beli dan amanah Aplikasi tidak ribet dan sangat mudah bagi kaum awam yg berbelanja gratis ongkir dan bisa COD ( bayar di tempat ) mempunyai barang impian yg belum terbeli shopee juga memiliki paylater untuk tempo barang yg kita impikan,positif,Efficiency
barang sesuai dengan pesanan dan kurir sangat ramah. terima kasih shopy.,positif,Fulfillment
"Sejauh ini, cukup baik, pelayanan csnya jg baik tp ada yg jutek (terpaksa) ramah ðŸ˜ Saya mau komplain jg, 2 hari lalu saya beli uang elektronik di shopee TIDAK masuk saldonya hingga kmrn, akhirnya kmrn sore saya ajukan pengembalian dana, dengan harapan cepat balik duitnya. Ini malah 1x24 jam ðŸ˜­ padahal saya udah butuh banget! Masa kayak gitu aja perlu 24jam, GAK AKAN lagi deh beli di shopee lg! Nyesel pake banget!!!",negatif,Compensation
Saya sangat kecewa karena kurangnya perlindungan data di aplikasi ini jadi rentan pencurian data pribadi,negatif,Privacy
Memberikan penggantian biaya atau kompensasi kepada pelanggan jika barang atau jasa yang diberikan kepada pelanggan kurang memuaskan,positif,Compensation
"Hai sopee tolong dong bantu permasalahan saya , saya beli paket barangnya cacat kemudian saya kembalikan dan sudah sampai tapi sama penjualnya belum dikonfirmasi sampai sekarang jadi uang saya belum kembali ini gimana solusinya ðŸ™",negatif,Compensation
aplikasi ini berat banget.. pahadal saya pakai Samsung yg Ram nya 6 Gb. buka ini itu loading nya lama..,negatif,Efficiency
"Semakin kesini performa buruk .. bukan lagi soal pengiriman dan pengemasan, TAPI CUSTOMER SERVICENYA, PARAH BANGET .. TIDAK RAMAH DAN TIDAK MEMBANTU.",negatif,Responsiveness
"Aplikasi ini memberikan kepercayaan diri kepada pelanggan. Ketika barang tidak sesuai, mereka dengan cepat mengatur pengembalian dan memberikan penggantian yang tepat",positif,Compensation
Super lemot gak bisa cek out gara gara lemotny...mohon perbaiki agar transaksi mudah dan nyaman,negatif,Efficiency
"Saat ada keluhan ada pusat bantuan yang dapat dihubungi, beruntung karena ada",positif,Contact
"Fitur pesanan jadi fitur andalan karena dpt memantau paket dan fiturnya berfungsi dengan baik jos,,",positif,System Availability
"Layanan komunikasi dengan kurir tidak ada, saya harap diadakan biar keluhan masalah kendala dengan kurir itu tersalurkan dan biar dievaluasi..",negatif,Contact
Informasi kontak penjual yang disediakan di Shopee seringkali tidak lengkap,negatif,Contact
Keterlambatan pengiriman! kenapa paket sy msih ketahan di Cakung DC selama hampir 2 hari?!!! sudah hampir melewati masa estimasi!! sy juga pesen tdk mepet waktu tp ttp terkendala... AdaÂ² aja deh shopee kalo gini trs lamaÂ² uninstall jugaðŸ¤¬ðŸ¤¬,negatif,Fulfillment
"Proses Pengajuan Pengembalian Barang dan Dana saya tidak diproses dengan maksimal, Saya sangat dirugikan karena menerima Produk yang tidak sesuai dengan Deskripsi Toko Penjual. Saya memesan barang HP, tapi barang yang dikirim penjual air botol ukuran kecil.",negatif,Compensation
Pengembalian dana saya diproses dengan cepat dan efisien. Saya merasa dihargai sebagai pelanggan yang setia,positif,Compensation
Saya baru pakai aplikasi Shopee belom lama tapi pelayanan dan penanganan dalam menangani keluhan cukup baik dan cepat,positif,Responsiveness
"Apk suka keluar dgn sendirinya, bikin emosi ni apk. hapusin aja tuh fitur video2 gajelas di shopee, ga guna bgt bikin berat apk nya aja _- perbaiki dulu gih",negatif,System Availability
"Ada banyak pilihan kontak yang bisa dhubungi,,,",positif,Contact
"Dengan shopee sy bisa langsung beli barang yg d butuhkan tanpa harus keluar dari rumah. Hemat tenaga, irit jg pengeluaranya. Sukses selalu......",positif,Efficiency
"Sangat memudahkan untuk berbelanja. Semenja ada shopee, jd jarang belanja k mall. Pokoknya shopee is the best",positif,Efficiency
"Aplikasi ya suka sering eror semenjak update terbaru min perbaikan lagi shoppe ya kadang Vidio ya warna hitam, tidak bisa ngecht ke penjual, bag eror tidak bisa buka status pengiriman, bikin mod gua turun",negatif,System Availability
"Pengiriman cepat, sellernya bisa di percaya barang yg di kirim sesuai dgn di etalase. Yg penting kita teliti lihat deskripsinya barang",positif,Fulfillment
Saya membagikan tautan untuk program shopee affiliate dan tautan tidak rusak dan bisa digunakan,positif,System Availability
Pelayanan cs nya tidak bersahabat. Belom selesai konsultasi sudah di putus. Apk sebelah sepertinya jauh lebih ramah,negatif,Responsiveness
"Tolong adakan fitur hubungi kurir,soalnya enggak tau paket nya di kasih ke siapa..karna rasanya agak percuma update terus tapi fitur nya itu itu aja",negatif,Contact
"Sangat mudah bertransaksi dan banyak pilihan. Saya dulu sering pakai akun suami. Biar lebih gampang, jadinya saya buat sendiri.",positif,Efficiency
"Di saat saya gak punya pulsa,,shopee menyediakan layanan pelanggan melalui email,,saya suka krna ada alternatif lain untuk menghubungi saat ada yg mendesak",positif,Contact
Maaf bintang 1 padahal sudah chat CS shoppe 3bulan berturut2 dan tidak ada perubahan data sudah sesuai tapi tetap saja ditolak aktivasi Spinjam dan tau sebabnya dan CS Shopee tidak bisa menjawab masalah saya,negatif,Responsiveness
"Aplikasi ngk jelas.. Saldo shopee pay 115 ribu ngk pernah buat pin tiba2 di minta'i pin. Pilih menu ganti pin dan lupa pin ngk bs.. Lalu yg buat pin siapa..?? Kirim verifikasi akun pas kirim file foto minta format jpg. Udah di kirim dngn format jpg malah gagal upload... Ada yang menggunakan akun saya, ada yang membuat pin... Ini apps ngk aman..",negatif,Privacy
Ini aplikasi makin parah.makin update makin berat susah buka lama.enakan aplikasi lzd dan tped ringan.,negatif,Efficiency
"Min sory maksudnya gmn ya, saya mengajukan pengembalian barang penjual gak respon dan uda melewati jam yg uda diberi kesempatan oleh shopee tp dana tetep blm dikembalikan Maksa biar tetep barang dikirm maksudnya? Wah kalo kaya gini kayanya sih bener-bener terakhir pake aplikasi ini Dulu barang patah saya suruh paksa terima, sekarang jam udah melewat yang diberikan kesempatan masih jg tidak ada kejelasan tentang dana saya",negatif,Compensation
"Pesanan saya hilang, lapor shope dana langsung kembali",positif,Compensation
"Ketika saya ada masalah terkait pesanan saya, saya bisa menghubungi layanan pelanggan melalui email krn email nya dpt diketahu dngn mudah dan dpt diakses dngn mudah",positif,Contact
"ikut flash sale alhamdulillah dapat harga diskon lumayan dan lancar ga macet juga, semoga dapat flash sale lagi nanti",positif,System Availability
"Memudahkan untuk belanja online, apalagi ada sistem cod mantap sih",positif,Efficiency
"Data pribadi saya di shopee bocor. Saya telah menerima email dan pesan spam yang mencurigakan setelah menggunakan shopee, gimana ini? Saya harus gimana agar data saya aman?",negatif,Privacy
Adanya cs yang bisa dihubungi membuat saya sedikit lega atas masalah saya,positif,Contact
"Pesanan saya rusak, menghubungi shope lalu uang saya dapat segera kembali pelayanan oke",positif,Compensation
"sangat Terpercaya. Di Shopee, jika ada lapak penipu diblokir sehingga tidak ada korban. sukses selalu untuk shopee.",positif,Privacy
Sangat membantu sekali untuk berbelanja apapun.. Semoga Tambah berkah dan Jaya selalu..,positif,Efficiency
Syang bintangnya ada 5 kalau ada 10 ku kasih semua...sya puas dngn pelayanan shopee .tepat waktu dan kurirnya juga sngt profesional itu yg diharapkan konsumen.dan pesananku yg ke dua tepat waktu juga sangat memuaskan motorku bisa distater lagi tokonya amanah dan shopee the best deh,positif,Fulfillment
"Sudah sllu di Update tetapi tetap saja tidak bisa buat buka di tagihan listrik PLN.. Tolonglah kerjasamanya, sudah berbulan2 apk tidak maksimal",negatif,System Availability
"status pesanan dapat dilihat dan diketahui dengan baik di aplikasi, bintang 5 deh",positif,System Availability
"akhirÂ² ini kecewa bgt blnja di shopee, udh lama nunggu brg pas nyampe yg dtg malah ga sesuai pesanan trs jg di refund krna stok brg kosong ni parah si nyesel krna udh byr ongkir eh malah yg dtg ga sesuai keinginanðŸ˜¢",negatif,Compensation
Shope makin ke sini makin lelet kapanyakan updet tapi ttp aja lelet loading bisa sama 2/5 menit lama bnget padahal jaringan bagus,negatif,Efficiency
Berbelanja mudah tinggal pilih produk mana yg di sukai tinggal clik n bisa cod tinggal tunggu g perlu repot2 lagi belanja keluar rumah,positif,Efficiency
"Aplikasi ini benar-benar memperhatikan masalah kompensasi. Ketika pesanan saya tidak sesuai dengan yang saya harapkan, mereka dengan cepat mengatur pengembalian dan menggantinya dengan benar",positif,Compensation
"Hai shopee, FYI harusnya semakin banyak orang yang pake semakin bagus dong apknya, gatau ya gimana cara penipu memanipulasi akun shopee aku smpe bisa kepegang dan akhirnya saya ketipu, berarti keamanannya kurang. Sekian.",negatif,Privacy
"Aku senang berbelanja disini karena nyaman, banyak diskon terus terjamin keamanannya karena shopi ini memiliki sertifikasi keamanan secara internasional jadi merasa terlindungi bagus deh",positif,Privacy
Proses penanganan komplain konsumen sangat lambat. Tidak memberikan solusi dan tidak menyelesaikan masalah. Yg diberikan cm disuruh nunggu barang sampai datang.,negatif,Responsiveness
"Jgn belanja di shopee apalagi masalah pengembalian shoppe terlalu lama banyak persedurnya yg kita minta uang kita tapi susah sekali berbelit2. Belanja barang yg kita beli habis & mau diganti sama penjual. Kita tdk mau Pembatalan harus menunggu 2 hari dulu. Sedang chat kita dgn pembeli jelas sekali klu Barang nya tdk ada, tapi tetap shopee menahan uang kita. Sedang kan kita butuh uang unt membeli ke toko lain. Mendingan belanja di toko online sebelah lebih jelas & bertanggung jawab.",negatif,Compensation
"Saya senang sekali dengan adanya shopee karena dishopee kumplit sekali,dan dapat mempermudah belanja,ketika barang yang dikirim rusak shopee ganti dengan yg baru.",positif,Compensation
"Saya pesen tiket kereta api lewat shopee udh saya bayar dan ada struk jg, eh pas mau cetak di stasiun malah ""time out"" trus dibatalkan karena ""tidak menerima pembayaran"" padahal sy udh lunas bayarnya Uang melayang da tuh nangisÂ² di stasiun kgk bisa nyetak tiket gmna ini solusinya? uang 70k buat saya besar..tolong kalau bisa refund ayo solusinya hubungin shopee gada kejelasan, mohon balas ya kak",negatif,Compensation
"aplikasinya terlalu berat kayaknyaa.. asal buka dan lihat2 produk slalu memuat terus gambarnya..!! gk mungkin karna jaringan. org selalu ngikuti kuis gk pernah bermasalah jaringannya. tolong diperbaiki lagi aplikasi shopee nya,, biar ringan, mudah dan enak cari produk",negatif,Efficiency
"Sangat membantu. Saya pernah transaksi topup melalui transfer ATM BNI, topup tidak nambah transfer ATM nya berhasil dicek saldonya kurang, setiap hari saya mengajukan pertanyaan selalu respon timnya. Sekitar 6 hari kemudian Alhasil uangnya kembali ke rekening BNIq lagi saya kira uangku akan hilang ternyata tidak, terimakasih tim shoope.",positif,Compensation
"Ada akses layanan komunikasi dengan seller, jadi bisa bertanya jika membutuhkan",positif,Contact
"Aku klo mengirim keluhannya dibalas, paling pake balesan template ala CS, disuruh = Update apk, Clear chace, Relogin ðŸ˜†ðŸ˜†ðŸ˜† Sudah hafal.. wkwkwk ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",negatif,Responsiveness
Aplikasinya tambah parah lemotnya tiap buka menu mau back to menu pun susah kali,negatif,Efficiency
Saya merasa aman berbelanja di aplikasi ini karena ada call center yang bisa dihubungi saat saya ada problem,positif,Contact
"Ini kurir kalau evaluasi darimana ya? Kalau di e-commerce ini kok tidak ada nomor kurir, kalau ada nomor kurir atau agen paket yang mewakili nomor kan bisa dijadikan saluran komunikasi untuk menampung semua masalah jadi biar lebih baik",negatif,Contact
Semua fitur berjalan dengan baik.,positif,System Availability
"Shoope memang paling ok, sellernya cepat sigap paket dengan waktu cepat bisa sampai , barang sesuai pesanan , kurir baik ,ramah pokoknya ok ðŸ‘",positif,Fulfillment
Apk shopee makin kesini makin lomot jelek susah untuk loging dan ribet aturan nya tolong di tingkat kan lagi kualitas nya dan aturan nya. Tetimakasih,negatif,Efficiency
Alhamdulillahbsetiap order barang selalu pas sesuai dengan pesanan.dan pengiriman cepat sekali.terima kasih semoga sukses selalu,positif,Fulfillment
"Shopee sekarang parah banget. Setiap saya pesen barang pengiriman selalu lama, lebih dari 3 hari atau 4 hari paket tidak bergerak, masih ditempat yg samaa. Selalu melebihi estimasi pengiriman. Pas udah nyampe kota tujuan, status paket sedang diantar ke alamat tujuan, saya tunggu seharian tiba2 dapat notif paket dibalikin ke penjual, alasannya pembeli tidak dapat dihubungi atau tidak ada ditempat. Terus yg nunggu seharian dirumah siapaa? Arwah atau gimaanaa",negatif,Fulfillment
Sangat mudah mengembalikan barang yang hilang melalui aplikasi ini. Saya mendapatkan penggantian dengan cepat dan tanpa kerumitan,positif,Compensation
"Ketika di komplen admin/cs nya cuma bisa jwb pastingn jaringan stabil.. clear cache, login logout.. gtu aja trs jwb nya smpe kiamat.. pdhl aplikasi nya yg bermasalah.. Ga ada solusi..",negatif,Responsiveness
"Ahh asli males kali udah, mau pngiriman dr shopee express mau jnt atau apalah.. selalu dtgnya kelamaan, pdhal masih satu kota, dah gtu, kurir kebiasaan gak mau tlpn kalo paket cod di antar, minimal tu tlpn, atau ga wa, trus nunggu 3 menit aja.. jgn tiba2 langsung pegi, dah gtu main menjadwalkan ulang pengantaran, wahh asli males,.yg syg bukan di penerima, tapi toko yg jual kena imbasnya gra2 kurir selengean",negatif,Fulfillment
"Barangnya sesuai pesanan,pegirimannya jg cepat",positif,Fulfillment
Filter lokasi sangat membantu dan lancar sip,positif,System Availability
Untuk semuanya tidak ada kendala yh. Tpi untuk flash sale mohon admin menindak lanjuti untuk penggunaan bot di flash sale shopee ini. Menurut saya. Untuk penggunaan bot flash sale ini sangat merugikan untuk kaum gercep. Semoga ulasan ini cepat ditanggapi,negatif,Privacy
Sangat Membantu untuk belanja online..tingkatkan fitur nya ke depan dg navigasi-navigasi yg terupdate dan memudahkan customer..suka dg Promo 6.6..next promo ke depan nya 7.7 semoga lebih banyak brand yg promo dan semoga bisa dapat flash sale ke depan nya..Aamiin rabb trimakasih shopee,positif,Efficiency
"Tolong kasih fitur kontak kurir nya, bukan hanya kurir doang yg langsung bisa hubungi customer nya. Sedangkan customer nya juga butuh",negatif,Contact
"fitur pencarian berfungsi dengan baik, lancar aman",positif,System Availability
Bagus dan pengiriman nya cepat,positif,Fulfillment
Selama saya belanja Online di Shopee belum pernah dan barang sesuai pesanan kiriman cepat sampai kurirnya ramah,positif,Fulfillment
Kalo mosting vidio makin lambat. Padahal jaringan bagus,negatif,Efficiency
"Pake shopee memudahkan kita shoping, bisa beli dari rumah, bisa cod atau mbanking dan yg lebih mudah klo belum ada uang untuk beli barang mahal bisa nyicil juga. Harga lebih murah dan keseringan dapet free ongkir. Terimakasih Shopee, semoga kedepannya bisa memudahkan dan membuat pengguna lebih puas lagi ya...ðŸ˜ Semoga Shopee semakin jayaðŸ˜‡ðŸ™",positif,Efficiency
Banyak diskon jadi kalap belanja dan bisa checkout dengan mudah lancar aplikasinyaaaaa. Semoga banyak diskon lagi,positif,System Availability
"Untung bisa refund dana karena barang yg saya pesan ada yg krg wktu sampai, asalkan punya bukti aja",positif,Compensation
"Sangat tidak ramah buat pengguna, CS nya sangat tidak sopan, shopee sangat buruk, semua kesalahan bukan hanya dari pelanggan, tidak ada sopan santun, sekali lagi, shopee JELEK",negatif,Responsiveness
"Semakin banyak pembaruan semakin bobrok dan lemot Meskipun udah logout ,hapus chache ,uninstall masih aja sama payah ðŸ¤£",negatif,Efficiency
Memberikan informasi dan layanan yang jelas dan terarah terkait ganti rugi atau kompensasi kepada pelanggan yang mengalami kesulitan atau kerugian saat menggunakan aplikasi agar proses ganti rugi atau kompensasi berjalan dengan baik,positif,Compensation
"fitur check in bisa nambah koin untuk belanja dan koinnya bisa langsung masuk, walaupun sedikit tapi dikumpulkan bisa jadi banyak hitung-hitung nabung",positif,System Availability
"Kenapa ga masuk top up e money nya, malu bgt untung di etol bisa top up klo gitu mending langsung aja, ini gimna cara balikin top e-money nya lumayan 200k jdi kapokðŸ˜­ minta pengembalian malah di tolak. Kecewa bgt sama shopee skrg, dulu top up bisaÂ² aja:'). Tolong balikin uang sayaðŸ™. Jika uangnya sudah kembali saya tambahkan bintang nyaðŸ™ðŸ¥º",negatif,Compensation
Bagus sekali barang murah dan cepat di antar lagi sampai tujuan dan tidak ada yang claim terima kasih Shopee sekian dari saya . Djoko Kustanto,positif,Fulfillment
